,0,1,2,3,4
fit_time,1.2119948863983154,1.1590602397918701,1.1708252429962158,1.2025573253631592,1.1958436965942383
score_time,0.15085935592651367,0.15039324760437012,0.14822053909301758,0.15686607360839844,0.15690374374389648
test_acc,0.9519230769230769,0.9711538461538461,0.9902912621359223,0.912621359223301,0.9320388349514563
test_roc,0.7727272727272727,0.911231884057971,0.9545454545454545,0.5909090909090908,0.6818181818181819
test_recall0,0.5454545454545454,0.8333333333333334,0.9090909090909091,0.18181818181818182,0.36363636363636365
test_recall1,1.0,0.9891304347826086,1.0,1.0,1.0
test_precision0,1.0,0.9090909090909091,1.0,1.0,1.0
test_precision1,0.9489795918367347,0.978494623655914,0.989247311827957,0.9108910891089109,0.9292929292929293
test_f0,0.7058823529411765,0.8695652173913043,0.9523809523809523,0.3076923076923077,0.5333333333333333
test_f1,0.9738219895287958,0.9837837837837838,0.9945945945945946,0.9533678756476683,0.9633507853403142
