,0,1,2,3,4
fit_time,1021.1329643726349,987.2948775291443,996.036292552948,991.4296333789825,992.7185924053192
score_time,7.39625358581543,7.451863050460815,7.326924085617065,7.289267301559448,7.363490581512451
test_acc,0.10576923076923077,0.11538461538461539,0.8932038834951457,0.10679611650485436,0.10679611650485436
test_roc,0.5,0.5,0.5,0.5,0.5
test_recall0,1.0,1.0,0.0,1.0,1.0
test_recall1,0.0,0.0,1.0,0.0,0.0
test_precision0,0.10576923076923077,0.11538461538461539,0.0,0.10679611650485436,0.10679611650485436
test_precision1,0.0,0.0,0.8932038834951457,0.0,0.0
test_f0,0.19130434782608696,0.20689655172413793,0.0,0.19298245614035087,0.19298245614035087
test_f1,0.0,0.0,0.9435897435897436,0.0,0.0
