,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
fit_time,0.6416866779327393,0.634110689163208,0.6273531913757324,0.6426815986633301,0.6310849189758301,0.6395492553710938,0.6753060817718506,0.6486930847167969,0.6381065845489502,0.6492636203765869,0.652083158493042,0.6300406455993652,0.644752025604248,0.6397683620452881,0.6404848098754883,0.6499273777008057,0.6453344821929932,0.6262240409851074,0.6393272876739502,0.640753984451294,0.6525359153747559,0.6481959819793701,0.6347317695617676,0.6353392601013184,0.6348135471343994
score_time,0.02586221694946289,0.023891210556030273,0.022134780883789062,0.023633241653442383,0.023886680603027344,0.025520801544189453,0.02295517921447754,0.022742271423339844,0.024567127227783203,0.0240938663482666,0.02330327033996582,0.024347782135009766,0.02443552017211914,0.024074077606201172,0.025216341018676758,0.024636030197143555,0.023511886596679688,0.024229049682617188,0.022821664810180664,0.023656129837036133,0.024821758270263672,0.025070667266845703,0.023820877075195312,0.02433609962463379,0.021881580352783203
test_acc,0.9903846153846154,0.9903846153846154,1.0,0.941747572815534,0.9805825242718447,0.9807692307692307,1.0,0.970873786407767,0.9902912621359223,0.970873786407767,0.9711538461538461,0.9903846153846154,1.0,0.970873786407767,0.9805825242718447,0.9711538461538461,0.9711538461538461,0.9902912621359223,0.9902912621359223,0.9805825242718447,0.9711538461538461,0.9807692307692307,0.9805825242718447,0.9805825242718447,1.0
test_roc,0.9545454545454545,0.9945652173913043,1.0,0.7272727272727273,0.9090909090909091,0.9090909090909091,1.0,0.9036561264822134,0.9545454545454545,0.8636363636363636,0.8636363636363636,0.9583333333333333,1.0,0.9036561264822134,0.9090909090909091,0.8636363636363636,0.911231884057971,0.9545454545454545,0.9545454545454545,0.9090909090909091,0.8636363636363636,0.9166666666666667,0.9090909090909091,0.9491106719367589,1.0
test_recall0,0.9090909090909091,1.0,1.0,0.45454545454545453,0.8181818181818182,0.8181818181818182,1.0,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.9166666666666666,1.0,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.8333333333333334,0.8181818181818182,0.9090909090909091,1.0
test_recall1,1.0,0.9891304347826086,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0,1.0,0.9891304347826086,1.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0
test_precision0,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0
test_precision1,0.9893617021276596,1.0,1.0,0.9387755102040817,0.9787234042553191,0.9789473684210527,1.0,0.978494623655914,0.989247311827957,0.968421052631579,0.96875,0.989247311827957,1.0,0.978494623655914,0.9787234042553191,0.96875,0.978494623655914,0.989247311827957,0.989247311827957,0.9787234042553191,0.96875,0.9787234042553191,0.9787234042553191,0.9891304347826086,1.0
test_f0,0.9523809523809523,0.9600000000000001,1.0,0.625,0.9,0.9,1.0,0.8571428571428572,0.9523809523809523,0.8421052631578948,0.8421052631578948,0.9565217391304348,1.0,0.8571428571428572,0.9,0.8421052631578948,0.8695652173913043,0.9523809523809523,0.9523809523809523,0.9,0.8421052631578948,0.9090909090909091,0.9,0.9090909090909091,1.0
test_f1,0.9946524064171123,0.994535519125683,1.0,0.968421052631579,0.989247311827957,0.9893617021276596,1.0,0.9837837837837837,0.9945945945945946,0.983957219251337,0.9841269841269841,0.9945945945945946,1.0,0.9837837837837837,0.989247311827957,0.9841269841269841,0.9837837837837837,0.9945945945945946,0.9945945945945946,0.989247311827957,0.9841269841269841,0.989247311827957,0.989247311827957,0.9891304347826086,1.0
