,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
fit_time,1210.0282006263733,1190.613701581955,1198.681479692459,1196.4441378116608,1194.051474571228,1193.0310413837433,1162.4858615398407,1196.7412960529327,1196.6448707580566,1135.8148596286774,958.3958382606506,1164.7599792480469,1161.3589797019958,1020.6011290550232,1199.8095138072968,847.7267427444458,1046.4173123836517,1197.142814397812,1049.1341016292572,1195.8070406913757,1194.3780314922333,1194.1581799983978,1193.9908735752106,1195.6428713798523,1193.6330184936523
score_time,4.229759931564331,4.132996082305908,5.03265380859375,4.2401957511901855,4.136016845703125,4.340426921844482,4.125276565551758,4.140958309173584,4.1548144817352295,4.180655241012573,4.175577402114868,4.173482418060303,4.142021179199219,4.163782119750977,4.330658674240112,4.163969993591309,4.305412530899048,4.120935440063477,4.094057321548462,4.1057212352752686,4.126719236373901,4.152337074279785,4.107721328735352,4.095884323120117,4.2561585903167725
test_acc,0.9615384615384616,0.9519230769230769,1.0,0.970873786407767,0.9805825242718447,0.9903846153846154,0.9519230769230769,0.9805825242718447,0.970873786407767,0.9611650485436893,0.9711538461538461,0.9615384615384616,0.9805825242718447,0.970873786407767,0.9514563106796117,0.9711538461538461,0.9711538461538461,1.0,0.9611650485436893,0.9805825242718447,0.9903846153846154,0.9711538461538461,0.9902912621359223,0.9611650485436893,0.9514563106796117
test_roc,0.978494623655914,0.9728260869565217,1.0,0.9036561264822134,0.9891304347826086,0.9946236559139785,0.9728260869565217,0.9891304347826086,0.9436758893280631,0.9382411067193677,0.9838709677419355,0.9782608695652174,0.9891304347826086,0.9436758893280631,0.9328063241106719,0.9838709677419355,0.9836956521739131,1.0,0.9382411067193677,0.9491106719367589,0.9545454545454545,0.947463768115942,0.9945652173913043,0.9782608695652174,0.9728260869565217
test_recall0,1.0,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9166666666666666,1.0,1.0,1.0
test_recall1,0.956989247311828,0.9456521739130435,1.0,0.9891304347826086,0.9782608695652174,0.989247311827957,0.9456521739130435,0.9782608695652174,0.9782608695652174,0.967391304347826,0.967741935483871,0.9565217391304348,0.9782608695652174,0.9782608695652174,0.9565217391304348,0.967741935483871,0.967391304347826,1.0,0.967391304347826,0.9891304347826086,1.0,0.9782608695652174,0.9891304347826086,0.9565217391304348,0.9456521739130435
test_precision0,0.7333333333333333,0.7058823529411765,1.0,0.9,0.8461538461538461,0.9166666666666666,0.7058823529411765,0.8461538461538461,0.8333333333333334,0.7692307692307693,0.7857142857142857,0.75,0.8461538461538461,0.8333333333333334,0.7142857142857143,0.7857142857142857,0.8,1.0,0.7692307692307693,0.9090909090909091,1.0,0.8461538461538461,0.9166666666666666,0.7333333333333333,0.6875
test_precision1,1.0,1.0,1.0,0.978494623655914,1.0,1.0,1.0,1.0,0.989010989010989,0.9888888888888889,1.0,1.0,1.0,0.989010989010989,0.9887640449438202,1.0,1.0,1.0,0.9888888888888889,0.9891304347826086,0.9893617021276596,0.989010989010989,1.0,1.0,1.0
test_f0,0.846153846153846,0.8275862068965517,1.0,0.8571428571428572,0.9166666666666666,0.9565217391304348,0.8275862068965517,0.9166666666666666,0.8695652173913043,0.8333333333333333,0.88,0.8571428571428571,0.9166666666666666,0.8695652173913043,0.8,0.88,0.888888888888889,1.0,0.8333333333333333,0.9090909090909091,0.9523809523809523,0.8799999999999999,0.9565217391304348,0.846153846153846,0.8148148148148148
test_f1,0.978021978021978,0.9720670391061452,1.0,0.9837837837837837,0.989010989010989,0.9945945945945946,0.9720670391061452,0.989010989010989,0.9836065573770493,0.978021978021978,0.9836065573770492,0.9777777777777777,0.989010989010989,0.9836065573770493,0.9723756906077348,0.9836065573770492,0.9834254143646408,1.0,0.978021978021978,0.9891304347826086,0.9946524064171123,0.9836065573770493,0.994535519125683,0.9777777777777777,0.9720670391061452
