,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
fit_time,0.5696885585784912,0.5467665195465088,0.535062313079834,0.561619758605957,0.559246301651001,0.5527238845825195,0.5741250514984131,0.5446276664733887,0.5456774234771729,0.5557193756103516,0.5402977466583252,0.5794835090637207,0.5526409149169922,0.5739860534667969,0.5596284866333008,0.5530228614807129,0.5627448558807373,0.5534615516662598,0.5602519512176514,0.5499145984649658,0.5458729267120361,0.5785281658172607,0.5480058193206787,0.5510902404785156,0.5499181747436523
score_time,0.025836944580078125,0.02306818962097168,0.024353742599487305,0.022956132888793945,0.02196812629699707,0.023341894149780273,0.02345442771911621,0.022315263748168945,0.02192544937133789,0.022620439529418945,0.0226900577545166,0.0217440128326416,0.02318549156188965,0.022560834884643555,0.02319812774658203,0.022405624389648438,0.021509647369384766,0.02382946014404297,0.02246570587158203,0.022725582122802734,0.022487163543701172,0.023134469985961914,0.02269458770751953,0.021111011505126953,0.02182149887084961
test_acc,0.8387096774193549,0.7934782608695652,0.8695652173913043,0.8478260869565217,0.7717391304347826,0.8064516129032258,0.8260869565217391,0.8152173913043478,0.8369565217391305,0.8586956521739131,0.8494623655913979,0.8586956521739131,0.782608695652174,0.8695652173913043,0.8043478260869565,0.8172043010752689,0.8260869565217391,0.8369565217391305,0.8478260869565217,0.7391304347826086,0.8279569892473119,0.8043478260869565,0.8478260869565217,0.8369565217391305,0.7934782608695652
test_roc,0.6934523809523809,0.6333333333333333,0.7722222222222223,0.7944444444444444,0.7012072434607646,0.7063492063492063,0.7263888888888889,0.6652777777777777,0.7694444444444444,0.8246143527833669,0.7509920634920635,0.7652777777777778,0.7347222222222222,0.826388888888889,0.6720321931589538,0.6964285714285715,0.6902777777777778,0.7694444444444444,0.7402777777777778,0.6465459423205903,0.7202380952380952,0.7305555555555556,0.7402777777777778,0.751388888888889,0.698524480214621
test_recall0,0.9583333333333334,0.9166666666666666,0.9444444444444444,0.8888888888888888,0.8309859154929577,0.8888888888888888,0.9027777777777778,0.9305555555555556,0.8888888888888888,0.8873239436619719,0.9305555555555556,0.9305555555555556,0.8194444444444444,0.9027777777777778,0.9154929577464789,0.9166666666666666,0.9305555555555556,0.8888888888888888,0.9305555555555556,0.8169014084507042,0.9166666666666666,0.8611111111111112,0.9305555555555556,0.9027777777777778,0.8732394366197183
test_recall1,0.42857142857142855,0.35,0.6,0.7,0.5714285714285714,0.5238095238095238,0.55,0.4,0.65,0.7619047619047619,0.5714285714285714,0.6,0.65,0.75,0.42857142857142855,0.47619047619047616,0.45,0.65,0.55,0.47619047619047616,0.5238095238095238,0.6,0.55,0.6,0.5238095238095238
test_precision0,0.8518518518518519,0.8354430379746836,0.8947368421052632,0.9142857142857143,0.8676470588235294,0.8648648648648649,0.8783783783783784,0.8481012658227848,0.9014084507042254,0.9264705882352942,0.881578947368421,0.8933333333333333,0.8939393939393939,0.9285714285714286,0.8441558441558441,0.8571428571428571,0.8589743589743589,0.9014084507042254,0.881578947368421,0.8405797101449275,0.868421052631579,0.8857142857142857,0.881578947368421,0.8904109589041096,0.8611111111111112
test_precision1,0.75,0.5384615384615384,0.75,0.6363636363636364,0.5,0.5789473684210527,0.6111111111111112,0.6153846153846154,0.6190476190476191,0.6666666666666666,0.7058823529411765,0.7058823529411765,0.5,0.6818181818181818,0.6,0.625,0.6428571428571429,0.6190476190476191,0.6875,0.43478260869565216,0.6470588235294118,0.5454545454545454,0.6875,0.631578947368421,0.55
test_f0,0.9019607843137256,0.8741721854304636,0.918918918918919,0.9014084507042254,0.8489208633093526,0.8767123287671232,0.8904109589041096,0.8874172185430463,0.8951048951048951,0.906474820143885,0.9054054054054054,0.9115646258503401,0.855072463768116,0.9154929577464788,0.8783783783783784,0.8859060402684563,0.8933333333333334,0.8951048951048951,0.9054054054054054,0.8285714285714286,0.8918918918918918,0.8732394366197184,0.9054054054054054,0.896551724137931,0.8671328671328671
test_f1,0.5454545454545454,0.4242424242424242,0.6666666666666665,0.6666666666666666,0.5333333333333333,0.5500000000000002,0.5789473684210527,0.4848484848484849,0.6341463414634146,0.7111111111111111,0.6315789473684211,0.6486486486486486,0.5652173913043479,0.7142857142857143,0.5,0.5405405405405405,0.5294117647058824,0.6341463414634146,0.6111111111111112,0.4545454545454545,0.5789473684210527,0.5714285714285713,0.6111111111111112,0.6153846153846154,0.5365853658536585
